,num_tokens,num_chars,longest_message_toks,shortest_message_toks,longest_message_chars,shortest_message_chars
239956468,27089,113996,49,1,200,0
240036475,109082,485410,47,1,186,0
240042003,15453,71801,38,1,161,0
240151004,7810,31155,122,1,374,0
240171658,693169,3186136,108,1,432,0
24024783,1,0,1,1,0,0
240405207,26944,115002,53,1,231,0
24054448,1,0,1,1,0,0
240757917,25320,114709,34,1,139,0
240771867,29580,135612,47,1,156,0
240855037,25698,106026,69,1,204,0
241025804,18728,76871,45,1,197,0
241130633,91757,406444,54,1,204,0
241152979,6371,26999,53,1,224,0
241501878,95753,428422,92,1,189,0
241698180,56887,250778,54,1,206,0
241863100,23651,99138,77,1,285,0
241947142,120170,546507,66,1,220,0
242049462,58974,270343,59,1,196,0
242145275,8804,37008,45,1,184,0
242242349,162678,712205,60,1,222,0
242246057,3977,16466,67,1,268,0
242326327,232006,1052428,72,1,228,0
242445473,6608,27786,39,1,125,0
242455546,242406,1126772,108,1,215,0
242530100,26686,112643,55,1,208,0
242620852,25466,111371,46,1,189,0
242649377,214880,963630,54,1,198,0
242676340,11711,48888,56,1,364,0
24275748,1,0,1,1,0,0
242788604,405569,1792477,129,1,406,0
24287561,1,0,1,1,0,0
243030398,23561,99148,53,1,210,0
243485223,19379,79946,50,1,182,0
243677674,17185,71480,46,1,197,0
24420442,1,0,1,1,0,0
24430438,1,0,1,1,0,0
24440216,1,0,1,1,0,0
244561943,21578,91696,49,1,208,0
244643830,231244,996844,84,1,217,0
244773606,89313,401714,80,1,200,0
244897595,16666,67859,53,1,189,0
244954001,167880,750452,40,1,167,0
244959844,17053,71840,49,1,189,0
245024289,251341,1138142,66,1,211,0
245047485,56731,245305,53,1,199,0
245136864,329313,1432514,108,1,219,0
245235311,24937,102661,53,1,197,0
245314658,32684,137387,51,1,200,0
245477506,616499,2784025,108,1,286,0
245710023,29051,126931,70,1,290,0
246175173,34408,144861,51,1,190,0
246360263,20478,84680,53,1,206,0
246465986,215485,929277,49,1,210,0
24658085,1,0,1,1,0,0
247202780,33787,141952,62,1,231,0
247589292,32992,144563,59,1,231,0
247596820,11716,48146,53,1,288,0
247658920,270443,1193521,72,1,216,0
247682073,34751,148381,53,1,201,0
247771742,2643,10910,37,1,161,0
247783625,229059,1028801,72,1,280,0
247851206,36118,151538,59,1,206,0
247958735,35752,158720,70,1,297,0
247986355,151622,680447,91,1,176,0
247995872,21196,85592,60,1,270,0
248051303,351803,1586270,84,1,217,0
248079500,35636,151137,53,1,200,0
248150375,374880,1627792,90,1,225,0
248243314,36368,151961,54,1,193,0
24832257,1,0,1,1,0,0
248439092,68137,306747,108,1,384,0
248799771,19995,82534,49,1,186,0
248800985,37779,169032,43,1,155,0
248979689,11403,45681,120,1,200,0
249170756,28725,134500,43,1,161,0
249446374,45936,204379,68,1,254,0
249522516,38124,173573,40,1,162,0
249815687,23427,98729,64,1,255,0
250188756,5224,23810,45,1,173,0
250191232,223834,1033693,60,1,208,0
250192513,15093,69435,41,1,185,0
250270501,5395,22808,29,1,123,0
25028394,1,0,1,1,0,0
250284074,96304,431941,56,1,200,0
250421918,20727,86769,45,1,186,0
25050146,1,0,1,1,0,0
250583268,37213,166225,93,1,306,0
250681057,175319,798650,81,1,210,0
251034661,108362,499397,58,1,234,0
251272797,81121,357062,50,1,209,0
251390829,13973,58152,45,1,154,0
251396390,62241,276839,53,1,196,0
251446282,27218,119028,56,1,187,0
251569725,8053,32846,45,1,149,0
251753219,115628,523638,64,1,210,0
25181731,1,0,1,1,0,0
25182417,1,0,1,1,0,0
25182837,1,0,1,1,0,0
25184202,1,0,1,1,0,0
25187974,1,0,1,1,0,0
252029449,39322,175635,43,1,162,0
25205421,1,0,1,1,0,0
252112379,42335,182627,47,1,207,0
252476190,57041,248495,84,1,216,0
252774396,111660,492229,88,1,280,0
252871160,119650,532893,60,1,208,0
253172018,53234,238584,41,1,167,0
253174483,35247,156098,84,1,288,0
253274916,63857,281857,65,1,224,0
253904264,51178,213137,63,1,225,0
253928440,20362,90466,54,1,167,0
25425757,1,0,1,1,0,0
255320812,120575,586441,80,1,350,0
255428156,152297,739924,100,1,234,0
255553588,33791,143615,85,1,200,0
255643145,4693,19850,41,1,154,0
25573456,1,0,1,1,0,0
255813835,153219,705892,90,1,352,0
25590595,1,0,1,1,0,0
257200874,347651,1548876,60,1,208,0
257297036,63535,265012,60,1,207,0
257554036,259002,1118808,55,1,217,0
257642579,55973,233967,50,1,212,0
257913946,249906,1102346,61,1,225,0
258076244,33335,138981,58,1,200,0
258296138,291421,1288404,78,1,210,0
258462218,23276,98915,53,1,184,0
259027297,218559,932262,72,1,206,0
259086481,20594,85873,50,1,184,0
259242858,12334,51069,45,1,176,0
259390630,192034,866908,70,1,201,0
259446513,17339,71642,50,1,194,0
259599971,10130,42158,45,1,220,0
25963097,1,0,1,1,0,0
260097797,540316,2488471,73,1,232,0
260188549,99379,408181,59,1,204,0
260479626,563611,2529129,91,1,240,0
260648910,70892,288045,105,1,207,0
26076824,1,0,1,1,0,0
260872125,613851,2946604,100,1,237,0
261037088,55438,223734,54,1,224,0
261230542,506112,2248991,70,1,232,0
261299311,46675,193024,97,1,375,0
261449152,36174,147873,55,1,216,0
261585692,898149,4121251,78,1,240,0
261691517,96174,394827,61,1,204,0
26243853,1,0,1,1,0,0
262660257,371948,1782714,99,1,232,0
262708255,37054,149465,55,1,198,0
262883168,22561,92895,51,1,182,0
263039270,325881,1417368,92,1,207,0
263192610,23484,96376,46,1,186,0
263422997,415976,1941279,64,1,233,0
263586507,49937,207235,50,1,204,0
26557418,1,0,1,1,0,0
26710026,1,0,1,1,0,0
26892222,1,0,1,1,0,0
26896334,1,0,1,1,0,0
26896816,1,0,1,1,0,0
26897273,1,0,1,1,0,0
26898462,1,0,1,1,0,0
26899352,1,0,1,1,0,0
26905297,1,0,1,1,0,0
26906066,1,0,1,1,0,0
26967867,1,0,1,1,0,0
270570718,70949,311634,60,1,181,0
27058479,1,0,1,1,0,0
27079276,1,0,1,1,0,0
270957505,61121,274942,45,1,175,0
271300695,96198,418316,59,1,207,0
27146705,1,0,1,1,0,0
27158069,1,0,1,1,0,0
271705807,49775,214717,53,1,184,0
271945061,64139,275678,87,1,294,0
272323375,203890,871017,55,1,206,0
272677714,215503,934466,55,1,203,0
27273012,1,0,1,1,0,0
272745769,34414,149114,48,1,192,0
273097467,129417,538263,68,1,212,0
273469967,181845,791669,60,1,205,0
273475981,22464,93867,61,1,249,0
273545145,277691,1227816,58,1,204,0
273639346,4263,18679,32,1,130,0
273774632,32147,134244,55,1,207,0
273820649,23769,99921,60,1,221,0
273850865,157594,690014,65,1,209,0
273918264,333258,1419716,75,1,215,0
274041766,451098,2456523,85,1,230,0
274099403,37088,169038,54,1,209,0
274156538,25382,105426,53,1,195,0
274205407,40913,172651,62,1,233,0
274232915,85561,368094,56,1,219,0
274372932,498278,2568477,69,1,231,0
274605019,26988,118020,54,1,230,0
274973629,117807,527427,104,1,203,0
275331236,248223,1093722,59,1,225,0
275763424,135411,612974,55,1,205,0
27598308,1,0,1,1,0,0
276149660,125628,539031,55,1,216,0
276152150,15339,64573,49,1,196,0
276226503,235189,1048373,57,1,230,0
276285673,1904,8419,26,1,100,0
276297606,3758,16104,28,1,127,0
276361724,94968,399824,57,1,205,0
276471042,24236,101294,53,1,194,0
276515928,25483,106375,65,1,278,0
276548024,100052,438327,70,1,216,0
276615619,202949,888569,56,1,203,0
276738267,323102,1647526,90,1,234,0
276815868,8346,36709,46,1,201,0
276860847,14619,59122,53,1,202,0
276909568,19527,84149,46,1,209,0
27691456,1,0,1,1,0,0
276940099,129364,566966,56,1,213,0
277081279,332637,1637252,70,1,343,0
277331545,22631,98774,54,1,215,0
27759632,1,0,1,1,0,0
277730070,206286,903513,60,1,205,0
278089901,134877,591323,52,1,204,0
27848792,1,0,1,1,0,0
278501812,139011,604966,50,1,193,0
27869952,1,0,1,1,0,0
27874662,1,0,1,1,0,0
27884193,1,0,1,1,0,0
278868202,76022,344318,59,1,224,0
278872292,8611,35975,33,1,155,0
27889044,1,0,1,1,0,0
27890037,1,0,1,1,0,0
278941632,187262,817068,65,1,255,0
279035236,3148,13262,28,1,116,0
279065539,59943,264308,56,1,207,0
279159842,14609,60298,52,1,193,0
279211579,31469,134052,38,1,177,0
279238635,127838,563408,56,1,204,0
27924137,1,0,1,1,0,0
279254503,3,24,2,1,14,0
279255057,1037,4446,37,1,168,0
279302584,166735,730550,60,1,224,0
279330758,111,479,34,1,151,0
27933500,1,0,1,1,0,0
279425811,258566,1167797,102,1,220,0
279535811,20289,82666,66,1,194,0
279584593,23393,97864,65,1,233,0
279612791,83511,371110,51,1,193,0
279629799,205,843,34,1,151,0
279743966,269649,1189459,60,1,228,0
27978992,1,0,1,1,0,0
27980110,1,0,1,1,0,0
279832425,4569,20897,28,1,105,0
27988593,1,0,1,1,0,0
28004432,1,0,1,1,0,0
28056305,1,0,1,1,0,0
281043967,239404,1076541,119,1,205,0
281193605,428785,1833058,63,1,247,0
281393319,2,7,1,1,4,0
281393405,1242,5403,35,1,134,0
281396370,45,174,9,1,32,0
281396512,182935,835651,57,1,207,0
281469951,19536,80162,53,1,205,0
281550207,528364,2049154,133,1,384,0
281778310,124668,552241,60,1,194,0
281840877,12636,52244,52,1,193,0
281923772,623371,2203595,128,1,324,0
28211014,1,0,1,1,0,0
282146406,271122,1223072,69,1,224,0
282208172,9792,38836,44,1,183,0
283293373,110954,483646,52,1,217,0
28364949,1,0,1,1,0,0
283668509,66747,295248,50,1,209,0
28369235,1,0,1,1,0,0
28405548,1,0,1,1,0,0
284089248,167279,721959,55,1,209,0
284093128,9311,38576,45,1,330,0
284169366,192497,806471,53,1,216,0
284273833,1078,4324,41,1,145,0
284310317,53234,231818,49,1,185,0
284404202,19130,77893,45,1,154,0
284456996,17258,74526,46,1,209,0
284487266,93929,408304,60,1,224,0
284554191,205159,879611,79,1,210,0
284649499,3349,14467,43,1,161,0
28466246,1,0,1,1,0,0
284686315,283970,1270648,60,1,224,0
284733539,5419,22845,39,1,145,0
284796746,24110,101845,48,1,191,0
284847502,27182,112845,70,1,291,0
284878337,133349,587017,52,1,205,0
285013187,318883,1378645,90,1,226,0
285278906,33719,135365,68,1,247,0
28555472,1,0,1,1,0,0
285681888,135656,593537,54,1,205,0
28595208,1,0,1,1,0,0
286097431,98035,438537,55,1,204,0
28618816,1,0,1,1,0,0
286511665,181914,802834,81,1,206,0
286918609,115819,514335,62,1,216,0
286923489,18948,80492,64,1,233,0
287000101,192989,812786,60,1,205,0
287149658,43393,188529,49,1,172,0
287250068,17528,71769,45,1,166,0
287327388,182366,795196,60,1,232,0
287334704,12935,53723,58,1,214,0
287396774,188041,806481,64,1,283,0
287396786,95,342,18,1,58,0
287473484,2096,8745,34,1,161,0
287526894,272807,1206774,82,1,272,0
287647289,22187,90922,57,1,205,0
287702414,24790,107796,70,1,243,0
287733255,94746,424631,60,1,200,0
287878205,282600,1250064,61,1,206,0
287954687,4686,20952,31,1,143,0
288147054,33764,144405,67,1,264,0
288553603,122640,546158,71,1,205,0
288944856,199550,853532,62,1,210,0
28934310,1,0,1,1,0,0
289378948,147669,644479,64,1,208,0
289757897,128297,560982,56,1,217,0
289761315,10330,41317,69,1,266,0
289831089,231399,996381,63,1,228,0
289921840,3681,15549,44,1,156,0
289956344,59455,254451,485,1,485,0
290067649,14575,60279,45,1,154,0
290108086,33567,139590,59,1,280,0
290138842,80162,361039,57,1,224,0
290206658,244699,1044761,60,1,210,0
290337247,292184,1309686,56,1,245,0
290450407,22353,92005,45,1,176,0
290494472,22428,92156,68,1,233,0
290523135,175082,776838,62,1,206,0
290658508,315904,1415049,63,1,230,0
290734488,7680,32103,50,1,195,0
290921127,29393,124247,51,1,191,0
291321563,173739,755490,56,1,208,0
291727627,243792,1104825,84,1,216,0
292133166,115032,513776,51,1,204,0
292155074,1047,4210,24,1,131,0
292190567,10486,46752,42,1,165,0
29245390,1,0,1,1,0,0
292527440,41507,167876,67,1,255,0
292591381,7400,32740,39,1,152,0
292606119,203515,890941,54,1,320,0
292759769,45260,196119,52,1,209,0
292850392,23597,98594,51,1,202,0
29285832,1,0,1,1,0,0
292906067,49537,208350,66,1,256,0
292938029,157787,702896,60,1,208,0
293005235,196519,858186,60,1,229,0
293089459,5212,23950,46,1,181,0
293143682,422347,1775101,55,1,207,0
293261136,18733,77399,51,1,199,0
293308801,22032,95709,52,1,189,0
293338008,83284,376470,52,1,208,0
293481951,421652,1823782,94,1,215,0
293557857,5175,21581,48,1,188,0
293741251,37817,155672,83,1,288,0
29380512,1,0,1,1,0,0
294144247,98465,440345,57,1,208,0
29446338,1,0,1,1,0,0
294567875,89051,391477,60,1,208,0
294983164,183741,798869,90,1,204,0
29502662,1,0,1,1,0,0
29512930,1,0,1,1,0,0
295409757,64725,270252,72,1,283,0
295491722,279131,1256131,64,1,208,0
29552677,1,0,1,1,0,0
295664197,51509,222730,54,1,205,0
295767707,24297,102188,47,1,200,0
295811831,54038,222852,59,1,225,0
295919111,245337,1060560,60,1,207,0
296000112,7461,31809,42,1,174,0
296069616,278370,1221084,75,1,210,0
296190547,22169,92565,54,1,182,0
29621676,1,0,1,1,0,0
296248155,37557,157799,72,1,268,0
296279167,65941,297737,56,1,289,0
296430873,380639,1697961,57,1,229,0
296542582,3728,16140,54,1,161,0
296705664,30552,124645,72,1,321,0
29691341,1,0,1,1,0,0
29743812,1,0,1,1,0,0
297557131,119772,527103,56,1,204,0
29816977,1,0,1,1,0,0
29818076,1,0,1,1,0,0
298183069,69247,298752,55,1,210,0
29820567,1,0,1,1,0,0
298371876,33019,134774,66,1,231,0
298446695,242282,1036848,66,1,209,0
298483767,3664,15840,41,1,197,0
298591753,75685,328856,54,1,205,0
298700831,23577,97942,53,1,206,0
298776269,181508,813498,58,1,208,0
298781688,4495,18309,51,1,206,0
298845723,264916,1161589,56,1,220,0
298983814,321877,1455150,56,1,222,0
299039916,5474,24960,45,1,154,0
299104832,21103,88652,54,1,205,0
299160536,45711,185462,69,1,280,0
299233636,175596,733383,64,1,208,0
29928478,1,0,1,1,0,0
299338588,420620,1855165,60,1,212,0
299492885,23985,95265,50,1,204,0
29956415,1,0,1,1,0,0
299815100,313079,1340772,72,1,207,0
300005145,30015,126435,69,1,277,0
30006333,1,0,1,1,0,0
30006473,1,0,1,1,0,0
30006501,1,0,1,1,0,0
30006520,1,0,1,1,0,0
30006527,1,0,1,1,0,0
30006548,1,0,1,1,0,0
30006572,1,0,1,1,0,0
30006576,1,0,1,1,0,0
30006588,1,0,1,1,0,0
30006667,1,0,1,1,0,0
30006695,1,0,1,1,0,0
30006714,1,0,1,1,0,0
30006761,1,0,1,1,0,0
30006772,1,0,1,1,0,0
30006795,1,0,1,1,0,0
30006805,1,0,1,1,0,0
30006840,1,0,1,1,0,0
30006875,1,0,1,1,0,0
30006880,1,0,1,1,0,0
30006884,1,0,1,1,0,0
30006885,1,0,1,1,0,0
30006888,1,0,1,1,0,0
30006893,1,0,1,1,0,0
30006906,1,0,1,1,0,0
30006916,1,0,1,1,0,0
30006978,1,0,1,1,0,0
30006990,1,0,1,1,0,0
30006992,1,0,1,1,0,0
30007031,1,0,1,1,0,0
30007052,1,0,1,1,0,0
30007064,1,0,1,1,0,0
30007078,1,0,1,1,0,0
30007086,1,0,1,1,0,0
30007088,1,0,1,1,0,0
30007092,1,0,1,1,0,0
30007117,1,0,1,1,0,0
30007133,1,0,1,1,0,0
30007155,1,0,1,1,0,0
30007163,1,0,1,1,0,0
30007192,1,0,1,1,0,0
30007206,1,0,1,1,0,0
30007214,1,0,1,1,0,0
30007254,1,0,1,1,0,0
30007293,1,0,1,1,0,0
30007297,1,0,1,1,0,0
30007299,1,0,1,1,0,0
30007315,1,0,1,1,0,0
30007316,1,0,1,1,0,0
30007339,1,0,1,1,0,0
30007356,1,0,1,1,0,0
30007372,1,0,1,1,0,0
30007386,1,0,1,1,0,0
30007413,1,0,1,1,0,0
30007445,1,0,1,1,0,0
30007447,1,0,1,1,0,0
30007452,1,0,1,1,0,0
30007467,1,0,1,1,0,0
30007468,1,0,1,1,0,0
30007473,1,0,1,1,0,0
30007484,1,0,1,1,0,0
30007487,1,0,1,1,0,0
30007529,1,0,1,1,0,0
30007594,1,0,1,1,0,0
30007608,1,0,1,1,0,0
30007648,1,0,1,1,0,0
30007684,1,0,1,1,0,0
30007693,1,0,1,1,0,0
30007725,1,0,1,1,0,0
30007737,1,0,1,1,0,0
30007755,1,0,1,1,0,0
30007762,1,0,1,1,0,0
30007775,1,0,1,1,0,0
30007784,1,0,1,1,0,0
30007817,1,0,1,1,0,0
30007832,1,0,1,1,0,0
30007838,1,0,1,1,0,0
30007847,1,0,1,1,0,0
30007861,1,0,1,1,0,0
30007870,1,0,1,1,0,0
30007888,1,0,1,1,0,0
30007890,1,0,1,1,0,0
30007915,1,0,1,1,0,0
30007930,1,0,1,1,0,0
30007931,1,0,1,1,0,0
30007941,1,0,1,1,0,0
30007998,1,0,1,1,0,0
30008031,1,0,1,1,0,0
30008055,1,0,1,1,0,0
30008065,1,0,1,1,0,0
30008081,1,0,1,1,0,0
30008105,1,0,1,1,0,0
30008106,1,0,1,1,0,0
30008113,1,0,1,1,0,0
30008154,1,0,1,1,0,0
30008185,1,0,1,1,0,0
30008229,1,0,1,1,0,0
30008238,1,0,1,1,0,0
30008244,1,0,1,1,0,0
30008255,1,0,1,1,0,0
30008256,1,0,1,1,0,0
30008273,1,0,1,1,0,0
30008274,1,0,1,1,0,0
30008285,1,0,1,1,0,0
30008324,1,0,1,1,0,0
30008339,1,0,1,1,0,0
30008424,1,0,1,1,0,0
30008522,1,0,1,1,0,0
30008563,1,0,1,1,0,0
30008594,1,0,1,1,0,0
30008629,1,0,1,1,0,0
30008637,1,0,1,1,0,0
30008649,1,0,1,1,0,0
30008650,1,0,1,1,0,0
30008657,1,0,1,1,0,0
30008664,1,0,1,1,0,0
30008755,1,0,1,1,0,0
30008758,1,0,1,1,0,0
30008781,1,0,1,1,0,0
30008783,1,0,1,1,0,0
30008809,1,0,1,1,0,0
30008819,1,0,1,1,0,0
30008820,1,0,1,1,0,0
30008856,1,0,1,1,0,0
30008859,1,0,1,1,0,0
30008862,1,0,1,1,0,0
30008876,1,0,1,1,0,0
30008965,1,0,1,1,0,0
30009003,1,0,1,1,0,0
30009026,1,0,1,1,0,0
30009075,1,0,1,1,0,0
30009131,1,0,1,1,0,0
30009147,1,0,1,1,0,0
30009149,1,0,1,1,0,0
30009153,1,0,1,1,0,0
30009168,1,0,1,1,0,0
30009189,1,0,1,1,0,0
30009192,1,0,1,1,0,0
30009231,1,0,1,1,0,0
30009236,1,0,1,1,0,0
30009246,1,0,1,1,0,0
30009253,1,0,1,1,0,0
30009265,1,0,1,1,0,0
30009292,1,0,1,1,0,0
30009312,1,0,1,1,0,0
30009333,1,0,1,1,0,0
30009334,1,0,1,1,0,0
30009337,1,0,1,1,0,0
30009339,1,0,1,1,0,0
30009405,1,0,1,1,0,0
30009418,1,0,1,1,0,0
30009441,1,0,1,1,0,0
30009453,1,0,1,1,0,0
30009456,1,0,1,1,0,0
30009462,1,0,1,1,0,0
30009502,1,0,1,1,0,0
30009518,1,0,1,1,0,0
30009559,1,0,1,1,0,0
30009563,1,0,1,1,0,0
30009565,1,0,1,1,0,0
30009574,1,0,1,1,0,0
30009576,1,0,1,1,0,0
30009606,1,0,1,1,0,0
30009622,1,0,1,1,0,0
30009631,1,0,1,1,0,0
30009660,1,0,1,1,0,0
30009665,1,0,1,1,0,0
30009681,1,0,1,1,0,0
30009722,1,0,1,1,0,0
30009805,1,0,1,1,0,0
30009847,1,0,1,1,0,0
30009985,1,0,1,1,0,0
30071462,1,0,1,1,0,0
30071492,1,0,1,1,0,0
30071505,1,0,1,1,0,0
30071514,1,0,1,1,0,0
30071516,1,0,1,1,0,0
30071522,1,0,1,1,0,0
30071523,1,0,1,1,0,0
30071541,1,0,1,1,0,0
30071547,1,0,1,1,0,0
30071567,1,0,1,1,0,0
30071570,1,0,1,1,0,0
30071583,1,0,1,1,0,0
30071590,1,0,1,1,0,0
30071597,1,0,1,1,0,0
30071606,1,0,1,1,0,0
30071613,1,0,1,1,0,0
30071615,1,0,1,1,0,0
30071626,1,0,1,1,0,0
30071632,1,0,1,1,0,0
30071649,1,0,1,1,0,0
30071656,1,0,1,1,0,0
30071669,1,0,1,1,0,0
30071670,1,0,1,1,0,0
30071676,1,0,1,1,0,0
30071690,1,0,1,1,0,0
30071703,1,0,1,1,0,0
30071726,1,0,1,1,0,0
30071736,1,0,1,1,0,0
30071757,1,0,1,1,0,0
30071764,1,0,1,1,0,0
30071785,1,0,1,1,0,0
30071794,1,0,1,1,0,0
30071823,1,0,1,1,0,0
30071824,1,0,1,1,0,0
30071829,1,0,1,1,0,0
30071830,1,0,1,1,0,0
30071853,1,0,1,1,0,0
30071854,1,0,1,1,0,0
30071870,1,0,1,1,0,0
30071874,1,0,1,1,0,0
30071880,1,0,1,1,0,0
30071913,1,0,1,1,0,0
30071925,1,0,1,1,0,0
30071944,1,0,1,1,0,0
30071958,1,0,1,1,0,0
30071982,1,0,1,1,0,0
30071984,1,0,1,1,0,0
30072058,1,0,1,1,0,0
30072128,1,0,1,1,0,0
30072132,1,0,1,1,0,0
30072183,1,0,1,1,0,0
30072211,1,0,1,1,0,0
30072213,1,0,1,1,0,0
30072231,1,0,1,1,0,0
30072243,1,0,1,1,0,0
30072251,1,0,1,1,0,0
30072271,1,0,1,1,0,0
30072289,1,0,1,1,0,0
30072291,1,0,1,1,0,0
30072293,1,0,1,1,0,0
30072303,1,0,1,1,0,0
30072304,1,0,1,1,0,0
30072315,1,0,1,1,0,0
30072321,1,0,1,1,0,0
30072326,1,0,1,1,0,0
30072331,1,0,1,1,0,0
30072340,1,0,1,1,0,0
30072354,1,0,1,1,0,0
30072364,1,0,1,1,0,0
30072386,1,0,1,1,0,0
30072451,1,0,1,1,0,0
30072472,1,0,1,1,0,0
30072499,1,0,1,1,0,0
30072502,1,0,1,1,0,0
30072556,1,0,1,1,0,0
30072562,1,0,1,1,0,0
30072605,1,0,1,1,0,0
30072610,1,0,1,1,0,0
30072611,1,0,1,1,0,0
30072645,1,0,1,1,0,0
30072647,1,0,1,1,0,0
30072661,1,0,1,1,0,0
30072665,1,0,1,1,0,0
30072676,1,0,1,1,0,0
30072683,1,0,1,1,0,0
30072699,1,0,1,1,0,0
30072721,1,0,1,1,0,0
30072766,1,0,1,1,0,0
30072782,1,0,1,1,0,0
30072812,1,0,1,1,0,0
30072827,1,0,1,1,0,0
30072848,1,0,1,1,0,0
30072859,1,0,1,1,0,0
30072867,1,0,1,1,0,0
30072899,1,0,1,1,0,0
30072905,1,0,1,1,0,0
30072908,1,0,1,1,0,0
30072920,1,0,1,1,0,0
30072923,1,0,1,1,0,0
30072938,1,0,1,1,0,0
30072947,1,0,1,1,0,0
30072948,1,0,1,1,0,0
30072953,1,0,1,1,0,0
30072975,1,0,1,1,0,0
30072989,1,0,1,1,0,0
30072998,1,0,1,1,0,0
30073019,1,0,1,1,0,0
30073020,1,0,1,1,0,0
30073041,1,0,1,1,0,0
30073077,1,0,1,1,0,0
30073079,1,0,1,1,0,0
30073087,1,0,1,1,0,0
30073088,1,0,1,1,0,0
30073090,1,0,1,1,0,0
30073093,1,0,1,1,0,0
30073107,1,0,1,1,0,0
30073112,1,0,1,1,0,0
30073165,1,0,1,1,0,0
30073185,1,0,1,1,0,0
30073187,1,0,1,1,0,0
30073205,1,0,1,1,0,0
30073212,1,0,1,1,0,0
30073214,1,0,1,1,0,0
30073216,1,0,1,1,0,0
30073222,1,0,1,1,0,0
30073234,1,0,1,1,0,0
30073258,1,0,1,1,0,0
30073270,1,0,1,1,0,0
30073342,1,0,1,1,0,0
30073348,1,0,1,1,0,0
30073351,1,0,1,1,0,0
30073361,1,0,1,1,0,0
30073362,1,0,1,1,0,0
30073378,1,0,1,1,0,0
30073388,1,0,1,1,0,0
30073405,1,0,1,1,0,0
30073418,1,0,1,1,0,0
30073433,1,0,1,1,0,0
30073438,1,0,1,1,0,0
30073462,1,0,1,1,0,0
30073467,1,0,1,1,0,0
30073472,1,0,1,1,0,0
30073508,1,0,1,1,0,0
30073512,1,0,1,1,0,0
30073520,1,0,1,1,0,0
30073525,1,0,1,1,0,0
30073535,1,0,1,1,0,0
30073540,1,0,1,1,0,0
30073565,1,0,1,1,0,0
30073573,1,0,1,1,0,0
30073580,1,0,1,1,0,0
30073584,1,0,1,1,0,0
30073596,1,0,1,1,0,0
30073599,1,0,1,1,0,0
30073604,1,0,1,1,0,0
30073639,1,0,1,1,0,0
30073650,1,0,1,1,0,0
30073678,1,0,1,1,0,0
30073699,1,0,1,1,0,0
30073710,1,0,1,1,0,0
30073711,1,0,1,1,0,0
30073712,1,0,1,1,0,0
30073717,1,0,1,1,0,0
30073725,1,0,1,1,0,0
30073738,1,0,1,1,0,0
30073750,1,0,1,1,0,0
30073751,1,0,1,1,0,0
30073765,1,0,1,1,0,0
30073766,1,0,1,1,0,0
30073777,1,0,1,1,0,0
30073784,1,0,1,1,0,0
30073816,1,0,1,1,0,0
30073825,1,0,1,1,0,0
30073826,1,0,1,1,0,0
30073837,1,0,1,1,0,0
30073869,1,0,1,1,0,0
30073884,1,0,1,1,0,0
30073906,1,0,1,1,0,0
30073916,1,0,1,1,0,0
30073939,1,0,1,1,0,0
30073963,1,0,1,1,0,0
30073967,1,0,1,1,0,0
30073988,1,0,1,1,0,0
30074024,1,0,1,1,0,0
30074039,1,0,1,1,0,0
30074058,1,0,1,1,0,0
30074070,1,0,1,1,0,0
30074105,1,0,1,1,0,0
30074128,1,0,1,1,0,0
30074163,1,0,1,1,0,0
30074179,1,0,1,1,0,0
30074186,1,0,1,1,0,0
30074187,1,0,1,1,0,0
30074197,1,0,1,1,0,0
30074210,1,0,1,1,0,0
30074232,1,0,1,1,0,0
30074248,1,0,1,1,0,0
30074265,1,0,1,1,0,0
30074294,1,0,1,1,0,0
30074308,1,0,1,1,0,0
30074328,1,0,1,1,0,0
30074334,1,0,1,1,0,0
30074335,1,0,1,1,0,0
30074386,1,0,1,1,0,0
30074399,1,0,1,1,0,0
30074439,1,0,1,1,0,0
30074491,1,0,1,1,0,0
30074529,1,0,1,1,0,0
30074542,1,0,1,1,0,0
30074568,1,0,1,1,0,0
30074571,1,0,1,1,0,0
30074590,1,0,1,1,0,0
30074640,1,0,1,1,0,0
30074658,1,0,1,1,0,0
30074688,1,0,1,1,0,0
30074771,1,0,1,1,0,0
30074799,1,0,1,1,0,0
30074900,1,0,1,1,0,0
30074910,1,0,1,1,0,0
30074917,1,0,1,1,0,0
30074922,1,0,1,1,0,0
30074950,1,0,1,1,0,0
30074969,1,0,1,1,0,0
30074981,1,0,1,1,0,0
30075029,1,0,1,1,0,0
30075055,1,0,1,1,0,0
30075063,1,0,1,1,0,0
30075123,1,0,1,1,0,0
30075267,1,0,1,1,0,0
30075270,1,0,1,1,0,0
30075394,1,0,1,1,0,0
30075441,1,0,1,1,0,0
30075464,1,0,1,1,0,0
30075534,1,0,1,1,0,0
30075599,1,0,1,1,0,0
30075611,1,0,1,1,0,0
30075646,1,0,1,1,0,0
30075669,1,0,1,1,0,0
30075694,1,0,1,1,0,0
30075713,1,0,1,1,0,0
30075762,1,0,1,1,0,0
30075792,1,0,1,1,0,0
30075837,1,0,1,1,0,0
30075844,1,0,1,1,0,0
30075847,1,0,1,1,0,0
30075868,1,0,1,1,0,0
30075873,1,0,1,1,0,0
30075904,1,0,1,1,0,0
30075906,1,0,1,1,0,0
30075947,1,0,1,1,0,0
30075958,1,0,1,1,0,0
30075964,1,0,1,1,0,0
